,date,country,confirmed
5332,2020-02-19,Lebanon,0
5333,2020-02-19,Liberia,0
5334,2020-02-19,Libya,0
5335,2020-02-19,Liechtenstein,0
5336,2020-02-19,Lithuania,0
5337,2020-02-19,Luxembourg,0
5338,2020-02-19,MS Zaandam,0
5339,2020-02-19,Madagascar,0
5340,2020-02-19,Malawi,0
5341,2020-02-19,Malaysia,22
5342,2020-02-19,Maldives,0
5343,2020-02-19,Mali,0
5344,2020-02-19,Malta,0
5345,2020-02-19,Mauritania,0
5346,2020-02-19,Mauritius,0
5347,2020-02-19,Mexico,0
5348,2020-02-19,Moldova,0
5349,2020-02-19,Monaco,0
5350,2020-02-19,Mongolia,0
5351,2020-02-19,Montenegro,0
5352,2020-02-19,Morocco,0
5353,2020-02-19,Mozambique,0
5354,2020-02-19,Namibia,0
5355,2020-02-19,Nepal,1
5356,2020-02-19,Netherlands,0
5357,2020-02-19,New Zealand,0
5358,2020-02-19,Nicaragua,0
5359,2020-02-19,Niger,0
5360,2020-02-19,Nigeria,0
5361,2020-02-19,North Macedonia,0
5362,2020-02-19,Norway,0
5363,2020-02-19,Oman,0
5364,2020-02-19,Pakistan,0
5365,2020-02-19,Panama,0
5366,2020-02-19,Papua New Guinea,0
5367,2020-02-19,Paraguay,0
5368,2020-02-19,Peru,0
5369,2020-02-19,Philippines,3
5370,2020-02-19,Poland,0
5371,2020-02-19,Portugal,0
5372,2020-02-19,Qatar,0
5373,2020-02-19,Romania,0
5374,2020-02-19,Russia,2
5375,2020-02-19,Rwanda,0
5376,2020-02-19,Saint Kitts and Nevis,0
5377,2020-02-19,Saint Lucia,0
5378,2020-02-19,Saint Vincent and the Grenadines,0
5379,2020-02-19,San Marino,0
5380,2020-02-19,Sao Tome and Principe,0
5381,2020-02-19,Saudi Arabia,0
5382,2020-02-19,Senegal,0
5383,2020-02-19,Serbia,0
5384,2020-02-19,Seychelles,0
5385,2020-02-19,Sierra Leone,0
5386,2020-02-19,Singapore,84
5387,2020-02-19,Slovakia,0
5388,2020-02-19,Slovenia,0
5389,2020-02-19,Somalia,0
5390,2020-02-19,South Africa,0
5391,2020-02-19,South Korea,31
5392,2020-02-19,South Sudan,0
5393,2020-02-19,Spain,2
5394,2020-02-19,Sri Lanka,1
5395,2020-02-19,Sudan,0
5396,2020-02-19,Suriname,0
5397,2020-02-19,Sweden,1
5398,2020-02-19,Switzerland,0
5399,2020-02-19,Syria,0
5400,2020-02-19,Taiwan*,23
5401,2020-02-19,Tajikistan,0
5402,2020-02-19,Tanzania,0
5403,2020-02-19,Thailand,35
5404,2020-02-19,Timor-Leste,0
5405,2020-02-19,Togo,0
5406,2020-02-19,Trinidad and Tobago,0
5407,2020-02-19,Tunisia,0
5408,2020-02-19,Turkey,0
5409,2020-02-19,US,13
5410,2020-02-19,Uganda,0
5411,2020-02-19,Ukraine,0
5412,2020-02-19,United Arab Emirates,9
5413,2020-02-19,United Kingdom,9
5414,2020-02-19,Uruguay,0
5415,2020-02-19,Uzbekistan,0
5416,2020-02-19,Venezuela,0
5417,2020-02-19,Vietnam,16
5418,2020-02-19,West Bank and Gaza,0
5419,2020-02-19,Western Sahara,0
5420,2020-02-19,Yemen,0
5421,2020-02-19,Zambia,0
5422,2020-02-19,Zimbabwe,0
5423,2020-02-20,Afghanistan,0
5424,2020-02-20,Albania,0
5425,2020-02-20,Algeria,0
5426,2020-02-20,Andorra,0
5427,2020-02-20,Angola,0
5428,2020-02-20,Antigua and Barbuda,0
5429,2020-02-20,Argentina,0
5430,2020-02-20,Armenia,0
5431,2020-02-20,Australia,15
5432,2020-02-20,Austria,0
5433,2020-02-20,Azerbaijan,0
5434,2020-02-20,Bahamas,0
5435,2020-02-20,Bahrain,0
5436,2020-02-20,Bangladesh,0
5437,2020-02-20,Barbados,0
5438,2020-02-20,Belarus,0
5439,2020-02-20,Belgium,1
5440,2020-02-20,Belize,0
5441,2020-02-20,Benin,0
5442,2020-02-20,Bhutan,0
5443,2020-02-20,Bolivia,0
5444,2020-02-20,Bosnia and Herzegovina,0
5445,2020-02-20,Botswana,0
5446,2020-02-20,Brazil,0
5447,2020-02-20,Brunei,0
5448,2020-02-20,Bulgaria,0
5449,2020-02-20,Burkina Faso,0
5450,2020-02-20,Burma,0
5451,2020-02-20,Burundi,0
5452,2020-02-20,Cabo Verde,0
5453,2020-02-20,Cambodia,1
5454,2020-02-20,Cameroon,0
5455,2020-02-20,Canada,8
5456,2020-02-20,Central African Republic,0
5457,2020-02-20,Chad,0
5458,2020-02-20,Chile,0
5459,2020-02-20,China,75077
5460,2020-02-20,Colombia,0
5461,2020-02-20,Comoros,0
5462,2020-02-20,Congo (Brazzaville),0
5463,2020-02-20,Congo (Kinshasa),0
5464,2020-02-20,Costa Rica,0
5465,2020-02-20,Cote d'Ivoire,0
5466,2020-02-20,Croatia,0
5467,2020-02-20,Cuba,0
5468,2020-02-20,Cyprus,0
5469,2020-02-20,Czechia,0
5470,2020-02-20,Denmark,0
5471,2020-02-20,Diamond Princess,634
5472,2020-02-20,Djibouti,0
5473,2020-02-20,Dominica,0
5474,2020-02-20,Dominican Republic,0
5475,2020-02-20,Ecuador,0
5476,2020-02-20,Egypt,1
5477,2020-02-20,El Salvador,0
5478,2020-02-20,Equatorial Guinea,0
5479,2020-02-20,Eritrea,0
5480,2020-02-20,Estonia,0
5481,2020-02-20,Eswatini,0
5482,2020-02-20,Ethiopia,0
5483,2020-02-20,Fiji,0
5484,2020-02-20,Finland,1
5485,2020-02-20,France,12
5486,2020-02-20,Gabon,0
5487,2020-02-20,Gambia,0
5488,2020-02-20,Georgia,0
5489,2020-02-20,Germany,16
5490,2020-02-20,Ghana,0
5491,2020-02-20,Greece,0
5492,2020-02-20,Grenada,0
5493,2020-02-20,Guatemala,0
5494,2020-02-20,Guinea,0
5495,2020-02-20,Guinea-Bissau,0
5496,2020-02-20,Guyana,0
5497,2020-02-20,Haiti,0
5498,2020-02-20,Holy See,0
5499,2020-02-20,Honduras,0
5500,2020-02-20,Hungary,0
5501,2020-02-20,Iceland,0
5502,2020-02-20,India,3
5503,2020-02-20,Indonesia,0
5504,2020-02-20,Iran,5
5505,2020-02-20,Iraq,0
5506,2020-02-20,Ireland,0
5507,2020-02-20,Israel,0
5508,2020-02-20,Italy,3
5509,2020-02-20,Jamaica,0
5510,2020-02-20,Japan,94
5511,2020-02-20,Jordan,0
5512,2020-02-20,Kazakhstan,0
5513,2020-02-20,Kenya,0
5514,2020-02-20,Kosovo,0
5515,2020-02-20,Kuwait,0
5516,2020-02-20,Kyrgyzstan,0
5517,2020-02-20,Laos,0
5518,2020-02-20,Latvia,0
5519,2020-02-20,Lebanon,0
5520,2020-02-20,Liberia,0
5521,2020-02-20,Libya,0
5522,2020-02-20,Liechtenstein,0
5523,2020-02-20,Lithuania,0
5524,2020-02-20,Luxembourg,0
5525,2020-02-20,MS Zaandam,0
5526,2020-02-20,Madagascar,0
5527,2020-02-20,Malawi,0
5528,2020-02-20,Malaysia,22
5529,2020-02-20,Maldives,0
5530,2020-02-20,Mali,0
5531,2020-02-20,Malta,0
5532,2020-02-20,Mauritania,0
5533,2020-02-20,Mauritius,0
5534,2020-02-20,Mexico,0
5535,2020-02-20,Moldova,0
5536,2020-02-20,Monaco,0
5537,2020-02-20,Mongolia,0
5538,2020-02-20,Montenegro,0
5539,2020-02-20,Morocco,0
5540,2020-02-20,Mozambique,0
5541,2020-02-20,Namibia,0
5542,2020-02-20,Nepal,1
5543,2020-02-20,Netherlands,0
5544,2020-02-20,New Zealand,0
5545,2020-02-20,Nicaragua,0
5546,2020-02-20,Niger,0
5547,2020-02-20,Nigeria,0
5548,2020-02-20,North Macedonia,0
5549,2020-02-20,Norway,0
5550,2020-02-20,Oman,0
5551,2020-02-20,Pakistan,0
5552,2020-02-20,Panama,0
5553,2020-02-20,Papua New Guinea,0
5554,2020-02-20,Paraguay,0
5555,2020-02-20,Peru,0
5556,2020-02-20,Philippines,3
5557,2020-02-20,Poland,0
5558,2020-02-20,Portugal,0
5559,2020-02-20,Qatar,0
5560,2020-02-20,Romania,0
5561,2020-02-20,Russia,2
5562,2020-02-20,Rwanda,0
5563,2020-02-20,Saint Kitts and Nevis,0
5564,2020-02-20,Saint Lucia,0
5565,2020-02-20,Saint Vincent and the Grenadines,0
5566,2020-02-20,San Marino,0
5567,2020-02-20,Sao Tome and Principe,0
5568,2020-02-20,Saudi Arabia,0
5569,2020-02-20,Senegal,0
5570,2020-02-20,Serbia,0
5571,2020-02-20,Seychelles,0
5572,2020-02-20,Sierra Leone,0
5573,2020-02-20,Singapore,84
5574,2020-02-20,Slovakia,0
5575,2020-02-20,Slovenia,0
5576,2020-02-20,Somalia,0
5577,2020-02-20,South Africa,0
5578,2020-02-20,South Korea,104
5579,2020-02-20,South Sudan,0
5580,2020-02-20,Spain,2
5581,2020-02-20,Sri Lanka,1
5582,2020-02-20,Sudan,0
5583,2020-02-20,Suriname,0
5584,2020-02-20,Sweden,1
5585,2020-02-20,Switzerland,0
5586,2020-02-20,Syria,0
5587,2020-02-20,Taiwan*,24
5588,2020-02-20,Tajikistan,0
5589,2020-02-20,Tanzania,0
5590,2020-02-20,Thailand,35
5591,2020-02-20,Timor-Leste,0
5592,2020-02-20,Togo,0
5593,2020-02-20,Trinidad and Tobago,0
5594,2020-02-20,Tunisia,0
5595,2020-02-20,Turkey,0
5596,2020-02-20,US,13
5597,2020-02-20,Uganda,0
5598,2020-02-20,Ukraine,0
5599,2020-02-20,United Arab Emirates,9
5600,2020-02-20,United Kingdom,9
5601,2020-02-20,Uruguay,0
5602,2020-02-20,Uzbekistan,0
5603,2020-02-20,Venezuela,0
5604,2020-02-20,Vietnam,16
5605,2020-02-20,West Bank and Gaza,0
5606,2020-02-20,Western Sahara,0
5607,2020-02-20,Yemen,0
5608,2020-02-20,Zambia,0
5609,2020-02-20,Zimbabwe,0
5610,2020-02-21,Afghanistan,0
5611,2020-02-21,Albania,0
5612,2020-02-21,Algeria,0
5613,2020-02-21,Andorra,0
5614,2020-02-21,Angola,0
5615,2020-02-21,Antigua and Barbuda,0
5616,2020-02-21,Argentina,0
5617,2020-02-21,Armenia,0
5618,2020-02-21,Australia,15
5619,2020-02-21,Austria,0
5620,2020-02-21,Azerbaijan,0
5621,2020-02-21,Bahamas,0
5622,2020-02-21,Bahrain,0
5623,2020-02-21,Bangladesh,0
5624,2020-02-21,Barbados,0
5625,2020-02-21,Belarus,0
5626,2020-02-21,Belgium,1
5627,2020-02-21,Belize,0
5628,2020-02-21,Benin,0
5629,2020-02-21,Bhutan,0
5630,2020-02-21,Bolivia,0
5631,2020-02-21,Bosnia and Herzegovina,0
5632,2020-02-21,Botswana,0
5633,2020-02-21,Brazil,0
5634,2020-02-21,Brunei,0
5635,2020-02-21,Bulgaria,0
5636,2020-02-21,Burkina Faso,0
5637,2020-02-21,Burma,0
5638,2020-02-21,Burundi,0
5639,2020-02-21,Cabo Verde,0
5640,2020-02-21,Cambodia,1
5641,2020-02-21,Cameroon,0
5642,2020-02-21,Canada,9
5643,2020-02-21,Central African Republic,0
5644,2020-02-21,Chad,0
5645,2020-02-21,Chile,0
5646,2020-02-21,China,75550
5647,2020-02-21,Colombia,0
5648,2020-02-21,Comoros,0
5649,2020-02-21,Congo (Brazzaville),0
5650,2020-02-21,Congo (Kinshasa),0
5651,2020-02-21,Costa Rica,0
5652,2020-02-21,Cote d'Ivoire,0
5653,2020-02-21,Croatia,0
5654,2020-02-21,Cuba,0
5655,2020-02-21,Cyprus,0
5656,2020-02-21,Czechia,0
5657,2020-02-21,Denmark,0
5658,2020-02-21,Diamond Princess,634
5659,2020-02-21,Djibouti,0
5660,2020-02-21,Dominica,0
5661,2020-02-21,Dominican Republic,0
5662,2020-02-21,Ecuador,0
5663,2020-02-21,Egypt,1
5664,2020-02-21,El Salvador,0
5665,2020-02-21,Equatorial Guinea,0
5666,2020-02-21,Eritrea,0
5667,2020-02-21,Estonia,0
5668,2020-02-21,Eswatini,0
5669,2020-02-21,Ethiopia,0
5670,2020-02-21,Fiji,0
5671,2020-02-21,Finland,1
5672,2020-02-21,France,12
5673,2020-02-21,Gabon,0
5674,2020-02-21,Gambia,0
5675,2020-02-21,Georgia,0
5676,2020-02-21,Germany,16
5677,2020-02-21,Ghana,0
5678,2020-02-21,Greece,0
5679,2020-02-21,Grenada,0
5680,2020-02-21,Guatemala,0
5681,2020-02-21,Guinea,0
5682,2020-02-21,Guinea-Bissau,0
5683,2020-02-21,Guyana,0
5684,2020-02-21,Haiti,0
5685,2020-02-21,Holy See,0
5686,2020-02-21,Honduras,0
5687,2020-02-21,Hungary,0
5688,2020-02-21,Iceland,0
5689,2020-02-21,India,3
5690,2020-02-21,Indonesia,0
5691,2020-02-21,Iran,18
5692,2020-02-21,Iraq,0
5693,2020-02-21,Ireland,0
5694,2020-02-21,Israel,1
5695,2020-02-21,Italy,20
5696,2020-02-21,Jamaica,0
5697,2020-02-21,Japan,105
5698,2020-02-21,Jordan,0
5699,2020-02-21,Kazakhstan,0
5700,2020-02-21,Kenya,0
5701,2020-02-21,Kosovo,0
5702,2020-02-21,Kuwait,0
5703,2020-02-21,Kyrgyzstan,0
5704,2020-02-21,Laos,0
5705,2020-02-21,Latvia,0
5706,2020-02-21,Lebanon,1
5707,2020-02-21,Liberia,0
5708,2020-02-21,Libya,0
5709,2020-02-21,Liechtenstein,0
5710,2020-02-21,Lithuania,0
5711,2020-02-21,Luxembourg,0
5712,2020-02-21,MS Zaandam,0
5713,2020-02-21,Madagascar,0
5714,2020-02-21,Malawi,0
5715,2020-02-21,Malaysia,22
5716,2020-02-21,Maldives,0
5717,2020-02-21,Mali,0
5718,2020-02-21,Malta,0
5719,2020-02-21,Mauritania,0
5720,2020-02-21,Mauritius,0
5721,2020-02-21,Mexico,0
5722,2020-02-21,Moldova,0
5723,2020-02-21,Monaco,0
5724,2020-02-21,Mongolia,0
5725,2020-02-21,Montenegro,0
5726,2020-02-21,Morocco,0
5727,2020-02-21,Mozambique,0
5728,2020-02-21,Namibia,0
5729,2020-02-21,Nepal,1
5730,2020-02-21,Netherlands,0
5731,2020-02-21,New Zealand,0
5732,2020-02-21,Nicaragua,0
5733,2020-02-21,Niger,0
5734,2020-02-21,Nigeria,0
5735,2020-02-21,North Macedonia,0
5736,2020-02-21,Norway,0
5737,2020-02-21,Oman,0
5738,2020-02-21,Pakistan,0
5739,2020-02-21,Panama,0
5740,2020-02-21,Papua New Guinea,0
5741,2020-02-21,Paraguay,0
5742,2020-02-21,Peru,0
5743,2020-02-21,Philippines,3
5744,2020-02-21,Poland,0
5745,2020-02-21,Portugal,0
5746,2020-02-21,Qatar,0
5747,2020-02-21,Romania,0
5748,2020-02-21,Russia,2
5749,2020-02-21,Rwanda,0
5750,2020-02-21,Saint Kitts and Nevis,0
5751,2020-02-21,Saint Lucia,0
5752,2020-02-21,Saint Vincent and the Grenadines,0
5753,2020-02-21,San Marino,0
5754,2020-02-21,Sao Tome and Principe,0
5755,2020-02-21,Saudi Arabia,0
5756,2020-02-21,Senegal,0
5757,2020-02-21,Serbia,0
5758,2020-02-21,Seychelles,0
5759,2020-02-21,Sierra Leone,0
5760,2020-02-21,Singapore,85
5761,2020-02-21,Slovakia,0
5762,2020-02-21,Slovenia,0
5763,2020-02-21,Somalia,0
5764,2020-02-21,South Africa,0
5765,2020-02-21,South Korea,204
5766,2020-02-21,South Sudan,0
5767,2020-02-21,Spain,2
5768,2020-02-21,Sri Lanka,1
5769,2020-02-21,Sudan,0
5770,2020-02-21,Suriname,0
5771,2020-02-21,Sweden,1
5772,2020-02-21,Switzerland,0
5773,2020-02-21,Syria,0
5774,2020-02-21,Taiwan*,26
5775,2020-02-21,Tajikistan,0
5776,2020-02-21,Tanzania,0
5777,2020-02-21,Thailand,35
5778,2020-02-21,Timor-Leste,0
5779,2020-02-21,Togo,0
5780,2020-02-21,Trinidad and Tobago,0
5781,2020-02-21,Tunisia,0
5782,2020-02-21,Turkey,0
5783,2020-02-21,US,15
5784,2020-02-21,Uganda,0
5785,2020-02-21,Ukraine,0
5786,2020-02-21,United Arab Emirates,9
5787,2020-02-21,United Kingdom,9
5788,2020-02-21,Uruguay,0
5789,2020-02-21,Uzbekistan,0
5790,2020-02-21,Venezuela,0
5791,2020-02-21,Vietnam,16
5792,2020-02-21,West Bank and Gaza,0
5793,2020-02-21,Western Sahara,0
5794,2020-02-21,Yemen,0
5795,2020-02-21,Zambia,0
5796,2020-02-21,Zimbabwe,0
5797,2020-02-22,Afghanistan,0
5798,2020-02-22,Albania,0
5799,2020-02-22,Algeria,0
5800,2020-02-22,Andorra,0
5801,2020-02-22,Angola,0
5802,2020-02-22,Antigua and Barbuda,0
5803,2020-02-22,Argentina,0
5804,2020-02-22,Armenia,0
5805,2020-02-22,Australia,15
5806,2020-02-22,Austria,0
5807,2020-02-22,Azerbaijan,0
5808,2020-02-22,Bahamas,0
5809,2020-02-22,Bahrain,0
5810,2020-02-22,Bangladesh,0
5811,2020-02-22,Barbados,0
5812,2020-02-22,Belarus,0
5813,2020-02-22,Belgium,1
5814,2020-02-22,Belize,0
5815,2020-02-22,Benin,0
5816,2020-02-22,Bhutan,0
5817,2020-02-22,Bolivia,0
5818,2020-02-22,Bosnia and Herzegovina,0
5819,2020-02-22,Botswana,0
5820,2020-02-22,Brazil,0
5821,2020-02-22,Brunei,0
5822,2020-02-22,Bulgaria,0
5823,2020-02-22,Burkina Faso,0
5824,2020-02-22,Burma,0
5825,2020-02-22,Burundi,0
5826,2020-02-22,Cabo Verde,0
5827,2020-02-22,Cambodia,1
5828,2020-02-22,Cameroon,0
5829,2020-02-22,Canada,9
5830,2020-02-22,Central African Republic,0
5831,2020-02-22,Chad,0
5832,2020-02-22,Chile,0
5833,2020-02-22,China,77001
5834,2020-02-22,Colombia,0
5835,2020-02-22,Comoros,0
5836,2020-02-22,Congo (Brazzaville),0
5837,2020-02-22,Congo (Kinshasa),0
5838,2020-02-22,Costa Rica,0
5839,2020-02-22,Cote d'Ivoire,0
5840,2020-02-22,Croatia,0
5841,2020-02-22,Cuba,0
5842,2020-02-22,Cyprus,0
5843,2020-02-22,Czechia,0
5844,2020-02-22,Denmark,0
5845,2020-02-22,Diamond Princess,634
5846,2020-02-22,Djibouti,0
5847,2020-02-22,Dominica,0
5848,2020-02-22,Dominican Republic,0
5849,2020-02-22,Ecuador,0
5850,2020-02-22,Egypt,1
5851,2020-02-22,El Salvador,0
5852,2020-02-22,Equatorial Guinea,0
5853,2020-02-22,Eritrea,0
5854,2020-02-22,Estonia,0
5855,2020-02-22,Eswatini,0
5856,2020-02-22,Ethiopia,0
5857,2020-02-22,Fiji,0
5858,2020-02-22,Finland,1
5859,2020-02-22,France,12
5860,2020-02-22,Gabon,0
5861,2020-02-22,Gambia,0
5862,2020-02-22,Georgia,0
5863,2020-02-22,Germany,16
5864,2020-02-22,Ghana,0
5865,2020-02-22,Greece,0
5866,2020-02-22,Grenada,0
5867,2020-02-22,Guatemala,0
5868,2020-02-22,Guinea,0
5869,2020-02-22,Guinea-Bissau,0
5870,2020-02-22,Guyana,0
5871,2020-02-22,Haiti,0
5872,2020-02-22,Holy See,0
5873,2020-02-22,Honduras,0
5874,2020-02-22,Hungary,0
5875,2020-02-22,Iceland,0
5876,2020-02-22,India,3
5877,2020-02-22,Indonesia,0
5878,2020-02-22,Iran,28
5879,2020-02-22,Iraq,0
5880,2020-02-22,Ireland,0
5881,2020-02-22,Israel,1
5882,2020-02-22,Italy,62
5883,2020-02-22,Jamaica,0
5884,2020-02-22,Japan,122
5885,2020-02-22,Jordan,0
5886,2020-02-22,Kazakhstan,0
5887,2020-02-22,Kenya,0
5888,2020-02-22,Kosovo,0
5889,2020-02-22,Kuwait,0
5890,2020-02-22,Kyrgyzstan,0
5891,2020-02-22,Laos,0
5892,2020-02-22,Latvia,0
5893,2020-02-22,Lebanon,1
5894,2020-02-22,Liberia,0
5895,2020-02-22,Libya,0
5896,2020-02-22,Liechtenstein,0
5897,2020-02-22,Lithuania,0
5898,2020-02-22,Luxembourg,0
5899,2020-02-22,MS Zaandam,0
5900,2020-02-22,Madagascar,0
5901,2020-02-22,Malawi,0
5902,2020-02-22,Malaysia,22
5903,2020-02-22,Maldives,0
5904,2020-02-22,Mali,0
5905,2020-02-22,Malta,0
5906,2020-02-22,Mauritania,0
5907,2020-02-22,Mauritius,0
5908,2020-02-22,Mexico,0
5909,2020-02-22,Moldova,0
5910,2020-02-22,Monaco,0
5911,2020-02-22,Mongolia,0
5912,2020-02-22,Montenegro,0
5913,2020-02-22,Morocco,0
5914,2020-02-22,Mozambique,0
5915,2020-02-22,Namibia,0
5916,2020-02-22,Nepal,1
5917,2020-02-22,Netherlands,0
5918,2020-02-22,New Zealand,0
5919,2020-02-22,Nicaragua,0
5920,2020-02-22,Niger,0
5921,2020-02-22,Nigeria,0
5922,2020-02-22,North Macedonia,0
5923,2020-02-22,Norway,0
5924,2020-02-22,Oman,0
5925,2020-02-22,Pakistan,0
5926,2020-02-22,Panama,0
5927,2020-02-22,Papua New Guinea,0
5928,2020-02-22,Paraguay,0
5929,2020-02-22,Peru,0
5930,2020-02-22,Philippines,3
5931,2020-02-22,Poland,0
5932,2020-02-22,Portugal,0
5933,2020-02-22,Qatar,0
5934,2020-02-22,Romania,0
5935,2020-02-22,Russia,2
5936,2020-02-22,Rwanda,0
5937,2020-02-22,Saint Kitts and Nevis,0
5938,2020-02-22,Saint Lucia,0
5939,2020-02-22,Saint Vincent and the Grenadines,0
5940,2020-02-22,San Marino,0
5941,2020-02-22,Sao Tome and Principe,0
5942,2020-02-22,Saudi Arabia,0
5943,2020-02-22,Senegal,0
5944,2020-02-22,Serbia,0
5945,2020-02-22,Seychelles,0
5946,2020-02-22,Sierra Leone,0
5947,2020-02-22,Singapore,85
5948,2020-02-22,Slovakia,0
5949,2020-02-22,Slovenia,0
5950,2020-02-22,Somalia,0
5951,2020-02-22,South Africa,0
5952,2020-02-22,South Korea,433
5953,2020-02-22,South Sudan,0
5954,2020-02-22,Spain,2
5955,2020-02-22,Sri Lanka,1
5956,2020-02-22,Sudan,0
5957,2020-02-22,Suriname,0
5958,2020-02-22,Sweden,1
5959,2020-02-22,Switzerland,0
5960,2020-02-22,Syria,0
5961,2020-02-22,Taiwan*,26
5962,2020-02-22,Tajikistan,0
5963,2020-02-22,Tanzania,0
5964,2020-02-22,Thailand,35
5965,2020-02-22,Timor-Leste,0
5966,2020-02-22,Togo,0
5967,2020-02-22,Trinidad and Tobago,0
5968,2020-02-22,Tunisia,0
5969,2020-02-22,Turkey,0
5970,2020-02-22,US,15
5971,2020-02-22,Uganda,0
5972,2020-02-22,Ukraine,0
5973,2020-02-22,United Arab Emirates,13
5974,2020-02-22,United Kingdom,9
5975,2020-02-22,Uruguay,0
5976,2020-02-22,Uzbekistan,0
5977,2020-02-22,Venezuela,0
5978,2020-02-22,Vietnam,16
5979,2020-02-22,West Bank and Gaza,0
5980,2020-02-22,Western Sahara,0
5981,2020-02-22,Yemen,0
5982,2020-02-22,Zambia,0
5983,2020-02-22,Zimbabwe,0
5984,2020-02-23,Afghanistan,0
5985,2020-02-23,Albania,0
5986,2020-02-23,Algeria,0
5987,2020-02-23,Andorra,0
5988,2020-02-23,Angola,0
5989,2020-02-23,Antigua and Barbuda,0
5990,2020-02-23,Argentina,0
5991,2020-02-23,Armenia,0
5992,2020-02-23,Australia,15
5993,2020-02-23,Austria,0
5994,2020-02-23,Azerbaijan,0
5995,2020-02-23,Bahamas,0
5996,2020-02-23,Bahrain,0
5997,2020-02-23,Bangladesh,0
5998,2020-02-23,Barbados,0
5999,2020-02-23,Belarus,0
6000,2020-02-23,Belgium,1
6001,2020-02-23,Belize,0
6002,2020-02-23,Benin,0
6003,2020-02-23,Bhutan,0
6004,2020-02-23,Bolivia,0
6005,2020-02-23,Bosnia and Herzegovina,0
6006,2020-02-23,Botswana,0
6007,2020-02-23,Brazil,0
6008,2020-02-23,Brunei,0
6009,2020-02-23,Bulgaria,0
6010,2020-02-23,Burkina Faso,0
6011,2020-02-23,Burma,0
6012,2020-02-23,Burundi,0
6013,2020-02-23,Cabo Verde,0
6014,2020-02-23,Cambodia,1
6015,2020-02-23,Cameroon,0
6016,2020-02-23,Canada,9
6017,2020-02-23,Central African Republic,0
6018,2020-02-23,Chad,0
6019,2020-02-23,Chile,0
6020,2020-02-23,China,77022
6021,2020-02-23,Colombia,0
6022,2020-02-23,Comoros,0
6023,2020-02-23,Congo (Brazzaville),0
6024,2020-02-23,Congo (Kinshasa),0
6025,2020-02-23,Costa Rica,0
6026,2020-02-23,Cote d'Ivoire,0
6027,2020-02-23,Croatia,0
6028,2020-02-23,Cuba,0
6029,2020-02-23,Cyprus,0
6030,2020-02-23,Czechia,0
6031,2020-02-23,Denmark,0
6032,2020-02-23,Diamond Princess,691
6033,2020-02-23,Djibouti,0
6034,2020-02-23,Dominica,0
6035,2020-02-23,Dominican Republic,0
6036,2020-02-23,Ecuador,0
6037,2020-02-23,Egypt,1
6038,2020-02-23,El Salvador,0
6039,2020-02-23,Equatorial Guinea,0
6040,2020-02-23,Eritrea,0
6041,2020-02-23,Estonia,0
6042,2020-02-23,Eswatini,0
6043,2020-02-23,Ethiopia,0
6044,2020-02-23,Fiji,0
6045,2020-02-23,Finland,1
6046,2020-02-23,France,12
6047,2020-02-23,Gabon,0
6048,2020-02-23,Gambia,0
6049,2020-02-23,Georgia,0
6050,2020-02-23,Germany,16
6051,2020-02-23,Ghana,0
6052,2020-02-23,Greece,0
6053,2020-02-23,Grenada,0
6054,2020-02-23,Guatemala,0
6055,2020-02-23,Guinea,0
6056,2020-02-23,Guinea-Bissau,0
6057,2020-02-23,Guyana,0
6058,2020-02-23,Haiti,0
6059,2020-02-23,Holy See,0
6060,2020-02-23,Honduras,0
6061,2020-02-23,Hungary,0
6062,2020-02-23,Iceland,0
6063,2020-02-23,India,3
6064,2020-02-23,Indonesia,0
6065,2020-02-23,Iran,43
6066,2020-02-23,Iraq,0
6067,2020-02-23,Ireland,0
6068,2020-02-23,Israel,1
6069,2020-02-23,Italy,155
6070,2020-02-23,Jamaica,0
6071,2020-02-23,Japan,147
6072,2020-02-23,Jordan,0
6073,2020-02-23,Kazakhstan,0
6074,2020-02-23,Kenya,0
6075,2020-02-23,Kosovo,0
6076,2020-02-23,Kuwait,0
6077,2020-02-23,Kyrgyzstan,0
6078,2020-02-23,Laos,0
6079,2020-02-23,Latvia,0
6080,2020-02-23,Lebanon,1
6081,2020-02-23,Liberia,0
6082,2020-02-23,Libya,0
6083,2020-02-23,Liechtenstein,0
6084,2020-02-23,Lithuania,0
6085,2020-02-23,Luxembourg,0
6086,2020-02-23,MS Zaandam,0
6087,2020-02-23,Madagascar,0
6088,2020-02-23,Malawi,0
6089,2020-02-23,Malaysia,22
6090,2020-02-23,Maldives,0
6091,2020-02-23,Mali,0
6092,2020-02-23,Malta,0
6093,2020-02-23,Mauritania,0
6094,2020-02-23,Mauritius,0
6095,2020-02-23,Mexico,0
6096,2020-02-23,Moldova,0
6097,2020-02-23,Monaco,0
6098,2020-02-23,Mongolia,0
6099,2020-02-23,Montenegro,0
6100,2020-02-23,Morocco,0
6101,2020-02-23,Mozambique,0
6102,2020-02-23,Namibia,0
6103,2020-02-23,Nepal,1
6104,2020-02-23,Netherlands,0
6105,2020-02-23,New Zealand,0
6106,2020-02-23,Nicaragua,0
6107,2020-02-23,Niger,0
6108,2020-02-23,Nigeria,0
6109,2020-02-23,North Macedonia,0
6110,2020-02-23,Norway,0
6111,2020-02-23,Oman,0
6112,2020-02-23,Pakistan,0
6113,2020-02-23,Panama,0
6114,2020-02-23,Papua New Guinea,0
